application_number,advice_date,ego_examiner_id,alter_examiner_id,ego_gender,alter_gender,ego_workgroup,alter_workgroup,ego_race,alter_race,alter_au,ego_au
9402488,17/11/2008,84356.0,66266.0,male,female,165,164,white,white,1647,1656
9402488,17/11/2008,84356.0,63519.0,male,male,165,165,white,white,1657,1656
9402488,17/11/2008,84356.0,98531.0,male,female,165,165,white,white,1652,1656
9445135,21/08/2008,92953.0,93865.0,female,male,242,216,Asian,Asian,2166,2424
9445135,21/08/2008,92953.0,91818.0,female,female,242,214,Asian,Asian,2143,2424
9484331,07/02/2008,72253.0,61519.0,male,male,163,163,white,Asian,1632,1632
9484331,07/02/2008,72253.0,72253.0,male,male,163,163,white,white,1632,1632
9484331,07/02/2008,72253.0,67515.0,male,male,163,163,white,Asian,1632,1632
9489652,10/01/2008,67078.0,75772.0,male,female,219,218,Asian,Asian,2183,2199
9489652,10/01/2008,67078.0,97328.0,male,male,219,219,Asian,white,2199,2199
9491624,29/05/2008,91688.0,71059.0,female,male,165,161,white,white,1615,1653
9491624,29/05/2008,91688.0,67669.0,female,male,165,165,white,white,1653,1653
9495207,25/04/2008,61797.0,96691.0,male,female,247,219,white,Asian,2193,2476
9495207,25/04/2008,61797.0,78036.0,male,female,247,217,white,Asian,2177,2476
9498396,25/01/2008,94270.0,81337.0,female,male,244,163,black,Asian,1633,2448
9498396,25/07/2008,94270.0,81337.0,female,male,244,163,black,Asian,1633,2448
9498396,25/01/2008,94270.0,66927.0,female,male,244,244,black,Asian,2441,2448
9498396,25/07/2008,94270.0,66927.0,female,male,244,244,black,Asian,2441,2448
9501716,23/12/2008,73223.0,92537.0,female,male,246,171,black,Asian,1713,2467
9504236,25/02/2008,94270.0,97655.0,female,male,244,244,black,Asian,2444,2448
9504236,30/10/2008,94270.0,97655.0,female,male,244,244,black,Asian,2444,2448
9504236,25/02/2008,94270.0,81337.0,female,male,244,163,black,Asian,1633,2448
9504236,25/02/2008,94270.0,66927.0,female,male,244,244,black,Asian,2441,2448
9505951,03/01/2008,60128.0,69459.0,male,male,249,243,white,white,2437,2492
9547288,22/02/2008,75772.0,99395.0,female,male,218,218,Asian,white,2188,2183
9547288,22/09/2008,75772.0,99395.0,female,male,218,218,Asian,white,2188,2183
9547288,22/02/2008,75772.0,77746.0,female,male,218,218,Asian,white,2183,2183
9547288,22/09/2008,75772.0,77746.0,female,male,218,218,Asian,white,2183,2183
9553337,21/03/2008,67713.0,77746.0,female,male,218,218,white,white,2183,2184
9553337,21/03/2008,67713.0,73567.0,female,male,218,211,white,Asian,2115,2184
9556062,23/04/2008,67713.0,73567.0,female,male,218,211,white,Asian,2115,2184
9566800,25/09/2008,90730.0,76536.0,male,female,244,245,Asian,white,2452,2448
9568215,24/07/2008,66805.0,92028.0,Other,male,249,240,Asian,white,2403,2495
9577489,28/10/2008,82105.0,70571.0,male,female,167,217,Hispanic,Asian,2176,1675
9582808,01/04/2008,97910.0,59738.0,male,male,167,164,white,Asian,1641,1678
9582808,01/04/2008,97910.0,99004.0,male,male,167,248,white,Asian,2485,1678
9582808,01/04/2008,97910.0,67669.0,male,male,167,165,white,white,1653,1678
9586410,19/03/2008,63657.0,87028.0,Other,male,219,219,Asian,Asian,2191,2196
9588828,14/07/2008,59397.0,73191.0,Other,male,249,243,white,white,2439,2498
9589200,16/06/2008,63657.0,92028.0,Other,male,219,240,Asian,white,2403,2196
9589200,16/06/2008,63657.0,87028.0,Other,male,219,219,Asian,Asian,2191,2196
9590417,29/05/2008,67355.0,94120.0,male,female,242,177,white,white,1773,2424
9591621,03/04/2008,96663.0,60986.0,Other,female,212,214,white,Asian,2142,2128
9596629,02/07/2008,92763.0,62242.0,male,male,244,214,white,white,2145,2442
9602034,24/04/2008,85308.0,64243.0,female,male,245,245,white,black,2457,2457
9602576,02/01/2008,64572.0,72086.0,male,male,245,246,white,white,2464,2457
9603601,22/12/2008,77761.0,74211.0,male,male,215,215,white,Hispanic,2157,2159
9603601,22/12/2008,77761.0,75373.0,male,male,215,216,white,black,2163,2159
9606786,26/02/2008,75973.0,62242.0,Other,male,245,214,Asian,white,2145,2456
9609690,29/04/2008,73119.0,70835.0,male,male,245,215,white,white,2157,2457
9609690,29/04/2008,73119.0,69643.0,male,male,245,218,white,white,2181,2457
9613123,08/12/2008,88496.0,85308.0,Other,female,245,245,Asian,white,2457,2457
9617036,01/05/2008,96021.0,65231.0,male,male,242,242,white,white,2427,2427
9618956,01/05/2008,67570.0,62690.0,male,male,244,214,white,white,2142,2445
9630798,07/10/2008,64572.0,85084.0,male,Other,245,242,white,Asian,2426,2457
9630896,21/08/2008,98330.0,95726.0,male,female,241,247,white,black,2474,2413
9633801,23/12/2008,97728.0,69002.0,Other,male,244,210,white,Asian,2100,2444
9633801,23/12/2008,97728.0,68227.0,Other,male,244,174,white,Asian,1744,2444
9640103,28/05/2008,68584.0,74114.0,female,male,244,214,white,white,2143,2443
9649215,06/06/2008,97590.0,66905.0,male,Other,219,217,Asian,Asian,2179,2193
9652360,19/03/2008,72099.0,85990.0,female,male,216,218,Asian,Asian,2187,2163
9652502,24/07/2008,73119.0,90049.0,male,male,245,245,white,white,2458,2457
9657956,07/01/2008,66885.0,63843.0,Other,Other,212,247,Asian,Asian,2478,2124
9657956,07/01/2008,66885.0,74114.0,Other,male,212,214,Asian,white,2143,2124
9658298,09/04/2008,75919.0,79585.0,Other,male,245,215,Asian,white,2154,2451
9659258,22/05/2008,91818.0,69502.0,female,male,214,218,Asian,white,2183,2143
9659643,15/08/2008,91989.0,72814.0,female,male,162,161,white,white,1614,1629
9659643,15/08/2008,91989.0,71059.0,female,male,162,161,white,white,1615,1629
9660005,10/11/2008,68593.0,73528.0,male,female,244,165,white,white,1657,2444
9662849,29/10/2008,65547.0,95660.0,female,male,176,173,white,white,1734,1764
9662849,29/10/2008,65547.0,66762.0,female,male,176,177,white,white,1771,1764
9665241,30/01/2008,60802.0,67389.0,male,male,244,245,white,white,2451,2441
9665241,30/01/2008,60802.0,92028.0,male,male,244,240,white,white,2403,2441
9670119,18/04/2008,68450.0,62033.0,Other,female,243,243,Asian,Asian,2435,2431
9670119,18/04/2008,68450.0,98905.0,Other,Other,243,243,Asian,Asian,2435,2431
9671571,28/11/2008,75973.0,76536.0,Other,female,245,245,Asian,white,2452,2456
9672204,17/10/2008,66685.0,64243.0,male,male,245,245,black,black,2457,2457
9676727,29/05/2008,96663.0,60986.0,Other,female,212,214,white,Asian,2142,2128
9676727,29/05/2008,96663.0,66030.0,Other,Other,212,212,white,white,2122,2128
9678573,07/04/2008,75929.0,98108.0,male,Other,243,213,white,white,2134,2434
9679320,25/01/2008,59397.0,62188.0,Other,male,249,243,white,white,2439,2498
9679691,09/07/2008,84860.0,92464.0,male,male,244,245,black,black,2456,2441
9681585,11/07/2008,70581.0,59738.0,male,male,212,164,white,Asian,1641,2122
9681585,11/07/2008,70581.0,99004.0,male,male,212,248,white,Asian,2485,2122
9681585,11/07/2008,70581.0,96339.0,male,female,212,163,white,white,1631,2122
9681585,11/07/2008,70581.0,67256.0,male,Other,212,162,white,Asian,1621,2122
9683599,08/01/2008,88496.0,88496.0,Other,Other,245,245,Asian,Asian,2457,2457
9683902,27/02/2008,60802.0,74333.0,male,male,244,214,white,white,2144,2441
9688006,09/07/2008,96663.0,60986.0,Other,female,212,214,white,Asian,2142,2128
9692350,27/03/2008,95938.0,67389.0,male,male,249,245,Asian,white,2451,2493
9692350,27/03/2008,95938.0,79585.0,male,male,249,215,Asian,white,2154,2493
9692350,27/03/2008,95938.0,70835.0,male,male,249,215,Asian,white,2157,2493
9694297,12/03/2008,90049.0,85057.0,male,Other,245,211,white,Asian,2116,2458
9694297,12/03/2008,90049.0,69090.0,male,female,245,218,white,Asian,2185,2458
9695402,11/12/2008,99654.0,98738.0,female,male,245,247,Asian,Asian,2478,2452
9700099,08/09/2008,60837.0,63938.0,female,male,179,171,white,white,1713,1791
9700099,08/09/2008,60837.0,98804.0,female,male,179,171,white,white,1711,1791
9703034,12/06/2008,84460.0,69002.0,male,male,219,210,Asian,Asian,2100,2193
9704054,12/06/2008,73364.0,72814.0,male,male,162,161,white,white,1614,1629
9704054,12/06/2008,73364.0,98081.0,male,male,162,161,white,white,1619,1629
9704384,13/06/2008,90049.0,76536.0,male,female,245,245,white,white,2452,2458
9704384,13/06/2008,90049.0,62242.0,male,male,245,214,white,white,2145,2458
9707410,22/01/2008,77656.0,83334.0,male,male,249,211,white,Asian,2115,2494
9708722,12/06/2008,75772.0,59052.0,female,male,218,218,Asian,Asian,2188,2183
9708722,12/06/2008,75772.0,77746.0,female,male,218,218,Asian,white,2183,2183
9709170,11/12/2008,94257.0,77869.0,female,male,167,212,white,white,2121,1674
9709170,11/12/2008,94257.0,62312.0,female,male,167,163,white,Asian,1632,1674
9709170,11/12/2008,94257.0,63244.0,female,male,167,167,white,white,1674,1674
9709234,09/01/2008,72573.0,68460.0,male,male,244,244,white,white,2447,2443
9709234,17/12/2008,72573.0,98738.0,male,male,244,247,white,Asian,2478,2443
9709234,17/12/2008,72573.0,90049.0,male,male,244,245,white,white,2458,2443
9709234,16/07/2008,72573.0,90049.0,male,male,244,245,white,white,2458,2443
9709234,17/12/2008,72573.0,79585.0,male,male,244,215,white,white,2154,2443
9710646,05/05/2008,95600.0,90049.0,male,male,242,245,white,white,2458,2423
9714351,13/06/2008,61417.0,82244.0,female,female,162,165,white,Asian,1654,1626
9714351,13/06/2008,61417.0,72004.0,female,Other,162,246,white,white,2462,1626
9715725,13/06/2008,70204.0,72882.0,Other,male,164,164,Asian,white,1642,1642
9715725,13/06/2008,70204.0,94911.0,Other,Other,164,165,Asian,Asian,1656,1642
9717019,01/08/2008,72573.0,71487.0,male,male,244,242,white,white,2421,2443
9717262,05/12/2008,99654.0,98738.0,female,male,245,247,Asian,Asian,2478,2452
9717529,01/05/2008,99182.0,97943.0,female,male,215,216,white,white,2163,2155
9717529,01/05/2008,99182.0,92201.0,female,male,215,211,white,Asian,2115,2155
9718355,06/05/2008,71120.0,65790.0,Other,female,163,165,white,white,1651,1634
9718803,26/03/2008,59338.0,72882.0,male,male,164,164,Asian,white,1642,1648
9720537,14/04/2008,68425.0,62540.0,male,female,242,248,white,Asian,2482,2424
9722742,12/12/2008,60623.0,92464.0,Other,male,246,245,black,black,2456,2462
9727984,03/11/2008,66805.0,66400.0,Other,Other,249,243,Asian,Asian,2438,2495
9728073,02/10/2008,64473.0,89344.0,female,Other,217,217,Asian,Asian,2179,2179
9728442,14/03/2008,97728.0,77825.0,Other,male,244,217,white,white,2178,2444
9729653,24/01/2008,61757.0,65024.0,Other,male,164,164,white,white,1642,1642
9729653,24/01/2008,61757.0,72882.0,Other,male,164,164,white,white,1642,1642
9736232,24/01/2008,96663.0,69002.0,Other,male,212,210,white,Asian,2100,2128
9736232,07/10/2008,96663.0,69002.0,Other,male,212,210,white,Asian,2100,2128
9736232,24/01/2008,96663.0,68227.0,Other,male,212,174,white,Asian,1744,2128
9736232,07/10/2008,96663.0,68227.0,Other,male,212,174,white,Asian,1744,2128
9736232,07/10/2008,96663.0,80823.0,Other,male,212,247,white,Hispanic,2479,2128
9736232,24/01/2008,96663.0,60986.0,Other,female,212,214,white,Asian,2142,2128
9736232,07/10/2008,96663.0,60986.0,Other,female,212,214,white,Asian,2142,2128
9736298,20/02/2008,94230.0,66096.0,female,male,246,246,white,Asian,2461,2462
9737050,10/04/2008,97703.0,60579.0,male,male,242,242,white,white,2423,2424
9737050,10/04/2008,97703.0,94120.0,male,female,242,177,white,white,1773,2424
9738292,12/11/2008,88496.0,75919.0,Other,Other,245,245,Asian,Asian,2451,2457
9738852,12/03/2008,95938.0,67389.0,male,male,249,245,Asian,white,2451,2493
9739317,16/06/2008,63657.0,92028.0,Other,male,219,240,Asian,white,2403,2196
9739317,16/06/2008,63657.0,87028.0,Other,male,219,219,Asian,Asian,2191,2196
9739397,02/01/2008,65885.0,70835.0,male,male,245,215,white,white,2157,2457
9740221,08/02/2008,75973.0,76536.0,Other,female,245,245,Asian,white,2452,2456
9740221,30/09/2008,75973.0,76536.0,Other,female,245,245,Asian,white,2452,2456
9740221,30/09/2008,75973.0,62242.0,Other,male,245,214,Asian,white,2145,2456
9740345,30/04/2008,62778.0,99217.0,female,male,178,174,white,white,1747,1785
9740528,13/05/2008,72573.0,98738.0,male,male,244,247,white,Asian,2478,2443
9740528,13/05/2008,72573.0,71487.0,male,male,244,242,white,white,2421,2443
9743653,10/07/2008,60128.0,69459.0,male,male,249,243,white,white,2437,2492
9746270,05/08/2008,96764.0,67389.0,male,male,245,245,Asian,white,2451,2453
9746270,05/08/2008,96764.0,92921.0,male,female,245,218,Asian,Asian,2189,2453
9747691,08/04/2008,97146.0,72086.0,female,male,245,246,Asian,white,2464,2457
9747698,07/11/2008,88496.0,92464.0,Other,male,245,245,Asian,black,2456,2457
9749106,15/01/2008,99952.0,78241.0,female,male,242,217,Asian,white,2174,2421
9749106,15/01/2008,99952.0,98437.0,female,male,242,216,Asian,white,2161,2421
9750105,21/07/2008,74243.0,65231.0,male,male,242,242,white,white,2427,2426
9750105,21/07/2008,65231.0,65231.0,male,male,242,242,white,white,2427,2427
9752464,24/01/2008,67189.0,71985.0,male,male,244,161,white,Asian,1615,2448
9753086,03/07/2008,95600.0,76536.0,male,female,242,245,white,white,2452,2423
9753086,03/07/2008,95600.0,62242.0,male,male,242,214,white,white,2145,2423
9755002,09/01/2008,94270.0,81337.0,female,male,244,163,black,Asian,1633,2448
9755002,09/01/2008,94270.0,66927.0,female,male,244,244,black,Asian,2441,2448
9755512,28/10/2008,60449.0,97961.0,male,male,247,246,Asian,Hispanic,2463,2472
9756120,11/07/2008,75973.0,76536.0,Other,female,245,245,Asian,white,2452,2456
9756120,26/12/2008,75973.0,76536.0,Other,female,245,245,Asian,white,2452,2456
9756120,11/07/2008,75973.0,62242.0,Other,male,245,214,Asian,white,2145,2456
9758267,04/12/2008,62919.0,96691.0,male,female,246,219,white,Asian,2193,2469
9758267,04/12/2008,62919.0,78036.0,male,female,246,217,white,Asian,2177,2469
9758267,04/12/2008,62919.0,63639.0,male,male,246,247,white,white,2472,2469
9760039,16/06/2008,95726.0,91338.0,female,male,247,247,black,white,2474,2474
9760588,28/05/2008,92462.0,67256.0,female,Other,161,162,white,Asian,1621,1614
9764662,28/08/2008,90294.0,92028.0,male,male,246,240,white,white,2403,2467
9769392,26/03/2008,74039.0,62528.0,male,male,215,249,Asian,white,2492,2155
9770571,02/01/2008,96764.0,60716.0,male,male,245,244,Asian,white,2442,2453
9770769,02/01/2008,68425.0,62540.0,male,female,242,248,white,Asian,2482,2424
9770769,02/01/2008,68425.0,97703.0,male,male,242,242,white,white,2424,2424
9771054,21/07/2008,90588.0,82244.0,female,female,161,165,white,Asian,1654,1615
9775170,13/05/2008,60501.0,67389.0,female,male,244,245,Asian,white,2451,2447
9778474,17/11/2008,73223.0,71764.0,female,male,246,241,black,Asian,2414,2467
9778474,17/11/2008,73223.0,61485.0,female,male,246,244,black,Asian,2443,2467
9780035,12/08/2008,96963.0,72882.0,male,male,164,164,white,white,1642,1644
9781329,28/03/2008,83122.0,67389.0,female,male,249,245,white,white,2451,2492
9782187,29/01/2008,63962.0,92464.0,male,male,245,245,white,black,2456,2455
9782187,29/01/2008,63962.0,70835.0,male,male,245,215,white,white,2157,2455
9785518,27/05/2008,94270.0,81337.0,female,male,244,163,black,Asian,1633,2448
9785518,27/05/2008,94270.0,66927.0,female,male,244,244,black,Asian,2441,2448
9786527,28/10/2008,60501.0,67389.0,female,male,244,245,Asian,white,2451,2447
9786527,28/10/2008,60501.0,98738.0,female,male,244,247,Asian,Asian,2478,2447
9788268,20/11/2008,72848.0,96339.0,male,female,163,163,white,white,1631,1631
9788268,20/11/2008,72848.0,67515.0,male,male,163,163,white,Asian,1632,1631
9788281,12/06/2008,94270.0,67389.0,female,male,244,245,black,white,2451,2448
9788281,12/06/2008,94270.0,97655.0,female,male,244,244,black,Asian,2444,2448
9788329,21/07/2008,83122.0,67389.0,female,male,249,245,white,white,2451,2492
9801958,27/08/2008,60977.0,96653.0,Other,male,242,242,Asian,Asian,2424,2425
9801958,27/08/2008,60977.0,65572.0,Other,male,242,242,Asian,white,2425,2425
9804074,29/04/2008,95938.0,67389.0,male,male,249,245,Asian,white,2451,2493
9804907,23/01/2008,69524.0,62242.0,male,male,214,214,white,white,2145,2145
9809029,29/09/2008,97910.0,65790.0,male,female,167,165,white,white,1651,1678
9809029,29/09/2008,97910.0,59738.0,male,male,167,164,white,Asian,1641,1678
9809029,29/09/2008,97910.0,99004.0,male,male,167,248,white,Asian,2485,1678
9809273,01/04/2008,76927.0,77184.0,female,female,178,174,white,white,1745,1786
9809273,08/10/2008,76927.0,77184.0,female,female,178,174,white,white,1745,1786
9809325,21/04/2008,66400.0,69502.0,Other,male,243,218,Asian,white,2183,2438
9810625,24/01/2008,72573.0,74333.0,male,male,244,214,white,white,2144,2443
9812872,30/06/2008,65566.0,93567.0,male,female,246,214,Asian,Asian,2141,2468
9814182,06/08/2008,63962.0,92028.0,male,male,245,240,white,white,2403,2455
9814607,19/12/2008,80410.0,92028.0,male,male,249,240,Asian,white,2403,2492
9817300,26/06/2008,84860.0,92464.0,male,male,244,245,black,black,2456,2441
9817731,07/02/2008,71004.0,96691.0,Other,female,211,219,Asian,Asian,2193,2117
9817731,07/02/2008,71004.0,78036.0,Other,female,211,217,Asian,Asian,2177,2117
9817731,07/02/2008,71004.0,98783.0,Other,female,211,211,Asian,Asian,2117,2117
9818699,25/01/2008,96885.0,81442.0,Other,male,243,213,Asian,white,2137,2438
9820158,11/12/2008,59811.0,67581.0,male,male,161,161,white,white,1617,1616
9820158,11/12/2008,59811.0,70571.0,male,female,161,217,white,Asian,2176,1616
9820158,11/12/2008,59811.0,67256.0,male,Other,161,162,white,Asian,1621,1616
9820158,11/12/2008,59811.0,64900.0,male,Other,161,164,white,Asian,1641,1616
9821190,07/03/2008,66685.0,67389.0,male,male,245,245,black,white,2451,2457
9821584,20/11/2008,92812.0,65586.0,male,male,243,249,white,white,2493,2437
9821584,20/11/2008,92812.0,60128.0,male,male,243,249,white,white,2492,2437
9821584,20/11/2008,92812.0,65617.0,male,male,243,178,white,white,1783,2437
9822300,31/01/2008,97590.0,87028.0,male,male,219,219,Asian,Asian,2191,2193
9822675,25/11/2008,91354.0,71487.0,Other,male,245,242,Asian,white,2421,2454
9822686,28/01/2008,76621.0,84122.0,female,female,215,216,Asian,white,2169,2153
9822950,30/06/2008,71004.0,69502.0,Other,male,211,218,Asian,white,2183,2117
9822950,23/01/2008,71004.0,68338.0,Other,female,211,211,Asian,white,2117,2117
9822950,30/06/2008,71004.0,68338.0,Other,female,211,211,Asian,white,2117,2117
9822950,23/01/2008,71004.0,63589.0,Other,male,211,211,Asian,Asian,2112,2117
9823429,17/03/2008,60501.0,67389.0,female,male,244,245,Asian,white,2451,2447
9823508,31/12/2008,87031.0,81731.0,male,male,248,248,Asian,white,2486,2486
9823835,20/03/2008,96764.0,67389.0,male,male,245,245,Asian,white,2451,2453
9824035,04/09/2008,79978.0,65231.0,male,male,248,242,white,white,2427,2485
9824367,28/04/2008,60501.0,67389.0,female,male,244,245,Asian,white,2451,2447
9824493,27/03/2008,85308.0,85057.0,female,Other,245,211,white,Asian,2116,2457
9824493,27/03/2008,85308.0,69090.0,female,female,245,218,white,Asian,2185,2457
9824997,28/07/2008,61111.0,92464.0,Other,male,245,245,white,black,2456,2457
9825423,28/07/2008,84356.0,98531.0,male,female,165,165,white,white,1652,1656
